student_id, name,surname,email,lecture,points, how_many_times_attended
2014-77294,OZGUR,ASLAN,ozguraslan@ce1.marmara.edu.tr,CS231,25,2
2015-15713,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS101,42,2
2015-15713,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,28,1
2015-07742,AYSE,CELIK,a.celik@ce1.marmara.edu.tr,CS231,21,1
2015-72109,TUNA,ILHAN,t.ilhan@ce1.marmara.edu.tr,CS231,55,1
2015-90259,OZGUR,ARSLAN,o.arslan@ce1.marmara.edu.tr,CS101,21,1
2015-77115,ISMAIL,YILDIRIM,i.yildirim@ce1.marmara.edu.tr,CS231,50,1
2015-97660,SIBEL,OZER,s.ozer@ce1.marmara.edu.tr,CS231,42,1
2014-21057,NURAY,KAYA,nuraykaya@ce1.marmara.edu.tr,CS231,89,2
2014-21057,NURAY,KAYA,nuraykaya@ce1.marmara.edu.tr,CS101,90,2
2015-82381,CAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS101,47,1
2015-82381,CAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS102,36,1
2015-11079,MUSTAFA,AY,m.ay@ce1.marmara.edu.tr,CS101,47,2
2015-11079,MUSTAFA,AY,m.ay@ce1.marmara.edu.tr,CS102,66,2
2015-11079,MUSTAFA,AY,m.ay@ce1.marmara.edu.tr,CS231,98,2
2015-08792,NUR,OZKAN,n.ozkan@ce1.marmara.edu.tr,CS231,90,1
2014-40226,HILAL,PEK,hilalpek@ce1.marmara.edu.tr,CS101,24,1
2014-40226,HILAL,PEK,hilalpek@ce1.marmara.edu.tr,CS231,18,2
2015-50835,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,63,1
2015-50835,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS101,70,2
2014-89411,EMRE,AY,emreay@ce1.marmara.edu.tr,CS101,41,2
2014-57890,BETUL,KARA,betulkara@ce1.marmara.edu.tr,CS231,90,2
2014-82107,VELI,KOC,velikoc@ce1.marmara.edu.tr,CS101,13,2
2014-82107,VELI,KOC,velikoc@ce1.marmara.edu.tr,CS231,35,2
2015-87862,AYLIN,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS231,44,2
2015-87862,AYLIN,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS101,22,1
2015-15281,SALIH,OZER,s.ozer@ce1.marmara.edu.tr,CS231,10,1
2014-84064,AHMET,ESEN,ahmetesen@ce1.marmara.edu.tr,CS101,39,1
2014-84064,AHMET,ESEN,ahmetesen@ce1.marmara.edu.tr,CS231,15,2
2015-81153,TUNA,AYDIN,t.aydin@ce1.marmara.edu.tr,CS101,22,1
2015-81153,TUNA,AYDIN,t.aydin@ce1.marmara.edu.tr,CS102,36,1
2014-61549,HARUN,CAN,haruncan@ce1.marmara.edu.tr,CS101,91,1
2014-61549,HARUN,CAN,haruncan@ce1.marmara.edu.tr,CS102,11,1
2014-98732,UMUT,KOC,umutkoc@ce1.marmara.edu.tr,CS101,31,1
2014-93112,UGUR,ARSLAN,ugurarslan@ce1.marmara.edu.tr,CS231,83,1
2014-23376,MUSTAFA,PEK,mustafapek@ce1.marmara.edu.tr,CS231,56,1
2014-81854,FIKRET,YILDIRIM,fikretyildirim@ce1.marmara.edu.tr,CS231,66,2
2014-81854,FIKRET,YILDIRIM,fikretyildirim@ce1.marmara.edu.tr,CS101,57,1
2014-81854,FIKRET,YILDIRIM,fikretyildirim@ce1.marmara.edu.tr,CS102,41,2
2014-27003,MEHMET,DILER,mehmetdiler@ce1.marmara.edu.tr,CS231,49,1
2014-33144,FATMA,AYDIN,fatmaaydin@ce1.marmara.edu.tr,CS231,55,1
2014-33144,FATMA,AYDIN,fatmaaydin@ce1.marmara.edu.tr,CS101,89,1
2014-33144,FATMA,AYDIN,fatmaaydin@ce1.marmara.edu.tr,CS102,63,1
2015-87627,SIBEL,AYDIN,s.aydin@ce1.marmara.edu.tr,CS231,42,1
2014-88791,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS231,88,2
2014-88791,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS101,58,2
2014-88791,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS102,96,1
2015-55980,OKAN,ARSLAN,o.arslan@ce1.marmara.edu.tr,CS101,14,2
2015-55980,OKAN,ARSLAN,o.arslan@ce1.marmara.edu.tr,CS231,36,1
2014-07982,CANAN,DOGAN,canandogan@ce1.marmara.edu.tr,CS101,58,2
2014-48142,SIBEL,KOC,sibelkoc@ce1.marmara.edu.tr,CS231,72,2
2015-07024,OZGUR,SIMSEK,o.simsek@ce1.marmara.edu.tr,CS101,13,1
2015-07024,OZGUR,SIMSEK,o.simsek@ce1.marmara.edu.tr,CS102,33,1
2014-26085,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS101,79,2
2014-26085,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS102,55,2
2015-04746,AHMET,FATIH,a.fatih@ce1.marmara.edu.tr,CS231,90,1
2015-74018,ISMAIL,ASLAN,i.aslan@ce1.marmara.edu.tr,CS231,40,1
2014-28396,RABIA,AKTAS,rabiaaktas@ce1.marmara.edu.tr,CS101,63,1
2014-28396,RABIA,AKTAS,rabiaaktas@ce1.marmara.edu.tr,CS231,77,1
2015-74433,LALE,CAN,l.can@ce1.marmara.edu.tr,CS231,28,1
2014-36349,UGUR,DOGAN,ugurdogan@ce1.marmara.edu.tr,CS231,34,1
2014-13461,NURAY,ESEN,nurayesen@ce1.marmara.edu.tr,CS101,81,1
2014-06063,OKAN,KAYA,okankaya@ce1.marmara.edu.tr,CS231,33,1
2015-62756,CAN,DOGAN,c.dogan@ce1.marmara.edu.tr,CS231,85,1
2014-50148,EMRE,CAN,emrecan@ce1.marmara.edu.tr,CS231,59,2
2014-50148,EMRE,CAN,emrecan@ce1.marmara.edu.tr,CS101,28,1
2014-89661,TUNA,DOGAN,tunadogan@ce1.marmara.edu.tr,CS101,40,1
2014-89661,TUNA,DOGAN,tunadogan@ce1.marmara.edu.tr,CS102,98,1
2015-35325,HASAN,ISIK,h.isik@ce1.marmara.edu.tr,CS101,100,2
2014-81245,CANAN,GUL,canangul@ce1.marmara.edu.tr,CS231,39,2
2014-81245,CANAN,GUL,canangul@ce1.marmara.edu.tr,CS101,39,2
2014-81245,CANAN,GUL,canangul@ce1.marmara.edu.tr,CS102,92,2
2014-68753,ALI,AKTAS,aliaktas@ce1.marmara.edu.tr,CS101,89,2
2014-68753,ALI,AKTAS,aliaktas@ce1.marmara.edu.tr,CS231,18,1
2014-03007,NURAY,KARA,nuraykara@ce1.marmara.edu.tr,CS101,22,2
2014-03007,NURAY,KARA,nuraykara@ce1.marmara.edu.tr,CS102,58,2
2014-54892,AYLIN,AKTAS,aylinaktas@ce1.marmara.edu.tr,CS231,76,1
2015-98028,EMRE,DILER,e.diler@ce1.marmara.edu.tr,CS101,49,1
2014-22464,FATMA,YILDIRIM,fatmayildirim@ce1.marmara.edu.tr,CS101,92,1
2014-22464,FATMA,YILDIRIM,fatmayildirim@ce1.marmara.edu.tr,CS102,23,1
2015-31687,AZRA,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,83,1
2014-57832,HUSEYIN,ISIK,huseyinisik@ce1.marmara.edu.tr,CS101,52,1
2014-57832,HUSEYIN,ISIK,huseyinisik@ce1.marmara.edu.tr,CS231,24,2
2014-34509,HASAN,KAYA,hasankaya@ce1.marmara.edu.tr,CS231,92,1
2015-53337,MEHMET,HIKMET,m.hikmet@ce1.marmara.edu.tr,CS101,47,1
2015-53337,MEHMET,HIKMET,m.hikmet@ce1.marmara.edu.tr,CS102,57,2
2014-24759,HASAN,HIKMET,hasanhikmet@ce1.marmara.edu.tr,CS101,48,2
2014-24759,HASAN,HIKMET,hasanhikmet@ce1.marmara.edu.tr,CS102,22,1
2014-24759,HASAN,HIKMET,hasanhikmet@ce1.marmara.edu.tr,CS464,72,1
2014-38110,HUSEYIN,OZDEMIR,huseyinozdemir@ce1.marmara.edu.tr,CS231,20,2
2014-38110,HUSEYIN,OZDEMIR,huseyinozdemir@ce1.marmara.edu.tr,CS101,39,2
2015-29411,MUSTAFA,ESEN,m.esen@ce1.marmara.edu.tr,CS101,60,2
2015-29411,MUSTAFA,ESEN,m.esen@ce1.marmara.edu.tr,CS231,49,2
2014-71194,OZGUR,KAYA,ozgurkaya@ce1.marmara.edu.tr,CS101,89,1
2015-81601,CAN,SULEYMAN,c.suleyman@ce1.marmara.edu.tr,CS101,93,2
2015-95542,ALI,DOGAN,a.dogan@ce1.marmara.edu.tr,CS101,56,1
2015-95542,ALI,DOGAN,a.dogan@ce1.marmara.edu.tr,CS102,13,2
2014-07767,AZRA,DILER,azradiler@ce1.marmara.edu.tr,CS101,41,2
2015-40531,NISA,ISIK,n.isik@ce1.marmara.edu.tr,CS231,17,1
2015-40531,NISA,ISIK,n.isik@ce1.marmara.edu.tr,CS101,81,1
2015-40531,NISA,ISIK,n.isik@ce1.marmara.edu.tr,CS102,32,2
2014-42272,HILAL,GUL,hilalgul@ce1.marmara.edu.tr,CS101,89,1
2014-42272,HILAL,GUL,hilalgul@ce1.marmara.edu.tr,CS102,67,1
2014-62859,AYLIN,HIKMET,aylinhikmet@ce1.marmara.edu.tr,CS231,78,2
2014-62859,AYLIN,HIKMET,aylinhikmet@ce1.marmara.edu.tr,CS101,59,1
2015-27468,SIBEL,DILER,s.diler@ce1.marmara.edu.tr,CS101,22,2
2015-06310,ISMAIL,YILMAZ,i.yilmaz@ce1.marmara.edu.tr,CS231,66,1
2014-94601,ALI,KARA,alikara@ce1.marmara.edu.tr,CS231,56,2
2014-60308,EMRE,PEK,emrepek@ce1.marmara.edu.tr,CS101,59,2
2014-60308,EMRE,PEK,emrepek@ce1.marmara.edu.tr,CS231,23,2
2014-04715,OZGUR,ISIK,ozgurisik@ce1.marmara.edu.tr,CS231,97,1
2014-34516,SIBEL,CAN,sibelcan@ce1.marmara.edu.tr,CS231,84,2
2014-34516,SIBEL,CAN,sibelcan@ce1.marmara.edu.tr,CS101,74,2
2015-62897,RABIA,DILER,r.diler@ce1.marmara.edu.tr,CS101,81,1
2015-11513,AZRA,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,77,1
2014-08785,GULSUM,GUL,gulsumgul@ce1.marmara.edu.tr,CS231,83,1
2015-21190,HASAN,AY,h.ay@ce1.marmara.edu.tr,CS101,92,1
2015-21190,HASAN,AY,h.ay@ce1.marmara.edu.tr,CS231,13,1
2015-21190,HASAN,AY,h.ay@ce1.marmara.edu.tr,CS102,53,1
2014-22761,HUSEYIN,KAYA,huseyinkaya@ce1.marmara.edu.tr,CS101,43,1
2015-67784,AYSE,KAYA,a.kaya@ce1.marmara.edu.tr,CS101,55,2
2015-67504,FIKRET,DILER,f.diler@ce1.marmara.edu.tr,CS231,26,2
2014-76503,AZRA,AYDOGAN,azraaydogan@ce1.marmara.edu.tr,CS231,98,2
2014-84605,ELIF,DOGAN,elifdogan@ce1.marmara.edu.tr,CS101,65,1
2014-78448,HUSEYIN,SULEYMAN,huseyinsuleyman@ce1.marmara.edu.tr,CS101,25,1
2014-96686,EMRE,ISIK,emreisik@ce1.marmara.edu.tr,CS231,25,2
2015-97802,GULSUM,YILMAZ,g.yilmaz@ce1.marmara.edu.tr,CS101,44,2
2014-00231,UMUT,OZKAN,umutozkan@ce1.marmara.edu.tr,CS231,31,1
2015-68627,AYSE,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,75,2
2014-57914,NUR,KARA,nurkara@ce1.marmara.edu.tr,CS101,86,1
2014-57914,NUR,KARA,nurkara@ce1.marmara.edu.tr,CS102,30,1
2014-57914,NUR,KARA,nurkara@ce1.marmara.edu.tr,CS231,36,1
2015-56542,BILGE,PEK,b.pek@ce1.marmara.edu.tr,CS231,19,2
2014-64027,AZRA,OZDEMIR,azraozdemir@ce1.marmara.edu.tr,CS231,87,1
2014-25309,HILAL,PEK,hilalpek@ce1.marmara.edu.tr,CS231,68,1
2014-25309,HILAL,PEK,hilalpek@ce1.marmara.edu.tr,CS101,90,2
2015-64079,ALI,CELIK,a.celik@ce1.marmara.edu.tr,CS231,67,2
2015-50398,MUSTAFA,AKTAS,m.aktas@ce1.marmara.edu.tr,CS231,68,1
2014-17180,UMUT,OZKAN,umutozkan@ce1.marmara.edu.tr,CS231,38,1
2014-17180,UMUT,OZKAN,umutozkan@ce1.marmara.edu.tr,CS101,67,2
2015-04994,CAN,CAN,c.can@ce1.marmara.edu.tr,CS231,47,2
2014-81602,HUSEYIN,KAYA,huseyinkaya@ce1.marmara.edu.tr,CS231,92,1
2014-81602,HUSEYIN,KAYA,huseyinkaya@ce1.marmara.edu.tr,CS101,70,1
2015-35525,TUNA,AKTAS,t.aktas@ce1.marmara.edu.tr,CS231,15,1
2015-35525,TUNA,AKTAS,t.aktas@ce1.marmara.edu.tr,CS101,14,1
2015-03910,NISA,ILHAN,n.ilhan@ce1.marmara.edu.tr,CS231,99,1
2014-12438,SEMRA,ASLAN,semraaslan@ce1.marmara.edu.tr,CS231,57,1
2015-94679,HUSEYIN,KURT,h.kurt@ce1.marmara.edu.tr,CS101,48,2
2015-95126,UMUT,KARA,u.kara@ce1.marmara.edu.tr,CS101,25,1
2015-30394,FIKRET,KOC,f.koc@ce1.marmara.edu.tr,CS231,55,2
2015-30394,FIKRET,KOC,f.koc@ce1.marmara.edu.tr,CS101,50,1
2015-30394,FIKRET,KOC,f.koc@ce1.marmara.edu.tr,CS102,61,1
2014-64780,EFE,GUL,efegul@ce1.marmara.edu.tr,CS231,56,1
2015-89475,NUR,GUL,n.gul@ce1.marmara.edu.tr,CS231,60,1
2015-32190,OKAN,SIMSEK,o.simsek@ce1.marmara.edu.tr,CS101,55,2
2015-32190,OKAN,SIMSEK,o.simsek@ce1.marmara.edu.tr,CS231,47,1
2014-21796,EFE,AYDOGAN,efeaydogan@ce1.marmara.edu.tr,CS101,58,2
2014-93354,AHMET,CAN,ahmetcan@ce1.marmara.edu.tr,CS101,24,1
2015-16991,OKAN,AYDOGAN,o.aydogan@ce1.marmara.edu.tr,CS101,50,1
2015-16991,OKAN,AYDOGAN,o.aydogan@ce1.marmara.edu.tr,CS102,65,2
2014-11354,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS231,22,2
2014-11354,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS101,72,1
2014-11354,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS102,65,1
2014-95959,EMRE,AKTAS,emreaktas@ce1.marmara.edu.tr,CS231,25,1
2015-64749,NISA,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS101,66,1
2015-64749,NISA,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS102,60,2
2014-93385,CANAN,CELIK,canancelik@ce1.marmara.edu.tr,CS101,38,1
2014-82819,AZRA,KARA,azrakara@ce1.marmara.edu.tr,CS231,29,2
2015-53277,SALIH,KAYA,s.kaya@ce1.marmara.edu.tr,CS231,40,2
2015-45639,BILGE,YILMAZ,b.yilmaz@ce1.marmara.edu.tr,CS101,66,1
2015-45639,BILGE,YILMAZ,b.yilmaz@ce1.marmara.edu.tr,CS231,46,1
2015-41423,VELI,SULEYMAN,v.suleyman@ce1.marmara.edu.tr,CS101,30,1
2014-71578,TUNA,YILMAZ,tunayilmaz@ce1.marmara.edu.tr,CS101,92,1
2015-87169,AZRA,GUL,a.gul@ce1.marmara.edu.tr,CS231,97,1
2015-57673,AYSE,KURT,a.kurt@ce1.marmara.edu.tr,CS101,21,2
2014-40524,TUNA,FATIH,tunafatih@ce1.marmara.edu.tr,CS231,27,2
2014-44238,EGE,AYDOGAN,egeaydogan@ce1.marmara.edu.tr,CS101,28,1
2014-37159,GULSUM,CELIK,gulsumcelik@ce1.marmara.edu.tr,CS101,94,2
2014-68153,NUR,YILMAZ,nuryilmaz@ce1.marmara.edu.tr,CS101,10,1
2014-68153,NUR,YILMAZ,nuryilmaz@ce1.marmara.edu.tr,CS231,80,1
2014-16929,BETUL,KARA,betulkara@ce1.marmara.edu.tr,CS231,40,2
2015-33465,CANAN,KOC,c.koc@ce1.marmara.edu.tr,CS101,37,1
2015-33465,CANAN,KOC,c.koc@ce1.marmara.edu.tr,CS102,44,1
2015-48606,ISMAIL,SULEYMAN,i.suleyman@ce1.marmara.edu.tr,CS231,100,2
2015-67306,VELI,ISIK,v.isik@ce1.marmara.edu.tr,CS101,45,1
2014-64674,SIBEL,OZDEMIR,sibelozdemir@ce1.marmara.edu.tr,CS101,67,2
2015-44842,SEMRA,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS231,98,2
2015-97402,HUSEYIN,CAN,h.can@ce1.marmara.edu.tr,CS231,75,2
2015-97402,HUSEYIN,CAN,h.can@ce1.marmara.edu.tr,CS101,12,2
2015-97402,HUSEYIN,CAN,h.can@ce1.marmara.edu.tr,CS102,38,1
2014-92218,SALIH,ASLAN,salihaslan@ce1.marmara.edu.tr,CS101,64,1
2014-92218,SALIH,ASLAN,salihaslan@ce1.marmara.edu.tr,CS231,57,2
2015-40155,ELIF,SULEYMAN,e.suleyman@ce1.marmara.edu.tr,CS101,48,1
2014-72441,ALI,FATIH,alifatih@ce1.marmara.edu.tr,CS101,23,2
2015-52071,EMRE,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS231,61,2
2015-52071,EMRE,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS101,77,1
2014-63826,EMRE,KURT,emrekurt@ce1.marmara.edu.tr,CS101,53,2
2014-26151,GULSUM,YILDIRIM,gulsumyildirim@ce1.marmara.edu.tr,CS231,67,2
2014-29653,NUR,GUL,nurgul@ce1.marmara.edu.tr,CS231,73,2
2014-81743,FATMA,YILMAZ,fatmayilmaz@ce1.marmara.edu.tr,CS231,52,1
2014-81743,FATMA,YILMAZ,fatmayilmaz@ce1.marmara.edu.tr,CS101,50,2
2014-93143,UMUT,DILER,umutdiler@ce1.marmara.edu.tr,CS101,31,2
2015-11489,OZGUR,AY,o.ay@ce1.marmara.edu.tr,CS231,53,2
2014-95467,EFE,SIMSEK,efesimsek@ce1.marmara.edu.tr,CS231,74,2
2014-76763,OKAN,GUL,okangul@ce1.marmara.edu.tr,CS231,20,2
2014-76763,OKAN,GUL,okangul@ce1.marmara.edu.tr,CS101,67,1
2014-61415,SIBEL,OZDEMIR,sibelozdemir@ce1.marmara.edu.tr,CS231,72,1
2015-30225,MUSTAFA,ARSLAN,m.arslan@ce1.marmara.edu.tr,CS231,65,2
2015-57682,FIKRET,CELIK,f.celik@ce1.marmara.edu.tr,CS231,74,2
2015-99304,UMUT,ARSLAN,u.arslan@ce1.marmara.edu.tr,CS231,68,2
2015-02863,BETUL,ARSLAN,b.arslan@ce1.marmara.edu.tr,CS101,65,1
2015-05362,FIKRET,ASLAN,f.aslan@ce1.marmara.edu.tr,CS231,71,2
2014-42872,CANAN,KAYA,canankaya@ce1.marmara.edu.tr,CS231,39,1
2015-66169,NISA,ESEN,n.esen@ce1.marmara.edu.tr,CS231,75,1
2015-66169,NISA,ESEN,n.esen@ce1.marmara.edu.tr,CS101,96,2
2015-97353,UGUR,HIKMET,u.hikmet@ce1.marmara.edu.tr,CS101,99,1
2014-82574,HUSEYIN,ISIK,huseyinisik@ce1.marmara.edu.tr,CS231,54,2
2015-09061,OZGUR,OZER,o.ozer@ce1.marmara.edu.tr,CS231,58,1
2015-09061,OZGUR,OZER,o.ozer@ce1.marmara.edu.tr,CS101,33,1
2015-45521,GULSUM,FATIH,g.fatih@ce1.marmara.edu.tr,CS101,70,1
2015-45521,GULSUM,FATIH,g.fatih@ce1.marmara.edu.tr,CS231,57,1
2015-21254,SEMRA,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS231,17,1
2015-21254,SEMRA,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS101,15,2
2014-90501,HASAN,SIMSEK,hasansimsek@ce1.marmara.edu.tr,CS101,27,2
2014-50299,OZGUR,KARA,ozgurkara@ce1.marmara.edu.tr,CS101,81,1
2015-82149,TUNA,GUL,t.gul@ce1.marmara.edu.tr,CS231,44,2
2015-82149,TUNA,GUL,t.gul@ce1.marmara.edu.tr,CS101,43,2
2015-45992,SALIH,KAYA,s.kaya@ce1.marmara.edu.tr,CS101,70,1
2015-45992,SALIH,KAYA,s.kaya@ce1.marmara.edu.tr,CS231,96,1
2014-05313,OZGUR,YILMAZ,ozguryilmaz@ce1.marmara.edu.tr,CS101,66,2
2014-05313,OZGUR,YILMAZ,ozguryilmaz@ce1.marmara.edu.tr,CS231,76,2
2014-25722,VELI,ISIK,veliisik@ce1.marmara.edu.tr,CS231,40,2
2015-46555,SIBEL,ISIK,s.isik@ce1.marmara.edu.tr,CS101,85,2
2014-50086,SALIH,AYDIN,salihaydin@ce1.marmara.edu.tr,CS231,88,2
2015-23565,HASAN,KURT,h.kurt@ce1.marmara.edu.tr,CS101,32,2
2015-48057,UMUT,CAN,u.can@ce1.marmara.edu.tr,CS101,63,2
2015-48057,UMUT,CAN,u.can@ce1.marmara.edu.tr,CS231,47,1
2015-39223,NUR,SULEYMAN,n.suleyman@ce1.marmara.edu.tr,CS101,60,1
2014-74133,EGE,OZER,egeozer@ce1.marmara.edu.tr,CS231,62,1
2014-74133,EGE,OZER,egeozer@ce1.marmara.edu.tr,CS101,11,2
2014-38781,OKAN,ASLAN,okanaslan@ce1.marmara.edu.tr,CS101,70,2
2014-38781,OKAN,ASLAN,okanaslan@ce1.marmara.edu.tr,CS102,43,2
2014-38781,OKAN,ASLAN,okanaslan@ce1.marmara.edu.tr,CS464,98,2
2015-41052,BETUL,ISIK,b.isik@ce1.marmara.edu.tr,CS231,33,1
2014-50710,VELI,CELIK,velicelik@ce1.marmara.edu.tr,CS231,80,2
2014-39487,MUSTAFA,KARA,mustafakara@ce1.marmara.edu.tr,CS101,52,2
2014-39487,MUSTAFA,KARA,mustafakara@ce1.marmara.edu.tr,CS102,55,1
2015-15486,SIBEL,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS231,44,1
2014-88822,ISMAIL,ARSLAN,ismailarslan@ce1.marmara.edu.tr,CS231,65,2
2014-88822,ISMAIL,ARSLAN,ismailarslan@ce1.marmara.edu.tr,CS101,10,2
2015-54590,NURAY,ISIK,n.isik@ce1.marmara.edu.tr,CS231,78,2
2015-54590,NURAY,ISIK,n.isik@ce1.marmara.edu.tr,CS101,40,1
2015-49727,EFE,YILDIRIM,e.yildirim@ce1.marmara.edu.tr,CS231,56,2
2015-49727,EFE,YILDIRIM,e.yildirim@ce1.marmara.edu.tr,CS101,32,2
2014-79926,SEMRA,YILMAZ,semrayilmaz@ce1.marmara.edu.tr,CS101,78,2
2014-79926,SEMRA,YILMAZ,semrayilmaz@ce1.marmara.edu.tr,CS231,55,1
2014-84793,CANAN,DILER,canandiler@ce1.marmara.edu.tr,CS231,93,2
2014-84793,CANAN,DILER,canandiler@ce1.marmara.edu.tr,CS101,89,1
2015-80391,BETUL,AYDOGAN,b.aydogan@ce1.marmara.edu.tr,CS101,60,2
2014-21124,SEMRA,AY,semraay@ce1.marmara.edu.tr,CS101,73,2
2014-52061,CANAN,ESEN,cananesen@ce1.marmara.edu.tr,CS231,60,2
2014-52061,CANAN,ESEN,cananesen@ce1.marmara.edu.tr,CS101,37,2
2014-52061,CANAN,ESEN,cananesen@ce1.marmara.edu.tr,CS102,21,1
2014-18888,SIBEL,SULEYMAN,sibelsuleyman@ce1.marmara.edu.tr,CS101,79,1
2014-46624,AYSE,DOGAN,aysedogan@ce1.marmara.edu.tr,CS101,64,2
2014-78080,UMUT,OZDEMIR,umutozdemir@ce1.marmara.edu.tr,CS231,77,2
2015-08188,EFE,ISIK,e.isik@ce1.marmara.edu.tr,CS231,27,1
2015-08188,EFE,ISIK,e.isik@ce1.marmara.edu.tr,CS101,55,1
2014-73280,FATMA,SULEYMAN,fatmasuleyman@ce1.marmara.edu.tr,CS231,23,1
2015-73149,AHMET,ESEN,a.esen@ce1.marmara.edu.tr,CS231,60,1
2015-18919,ALI,ASLAN,a.aslan@ce1.marmara.edu.tr,CS101,27,2
2015-18919,ALI,ASLAN,a.aslan@ce1.marmara.edu.tr,CS231,43,2
2014-05562,AZRA,ESEN,azraesen@ce1.marmara.edu.tr,CS231,60,1
2015-61064,EFE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,72,2
2014-43573,BILGE,DOGAN,bilgedogan@ce1.marmara.edu.tr,CS101,24,2
2014-43573,BILGE,DOGAN,bilgedogan@ce1.marmara.edu.tr,CS231,46,2
2014-43573,BILGE,DOGAN,bilgedogan@ce1.marmara.edu.tr,CS102,98,1
2015-45678,AZRA,CAN,a.can@ce1.marmara.edu.tr,CS101,84,1
2014-18077,TUNA,AYDIN,tunaaydin@ce1.marmara.edu.tr,CS101,28,2
2014-39783,MUSTAFA,AY,mustafaay@ce1.marmara.edu.tr,CS101,94,1
2014-39783,MUSTAFA,AY,mustafaay@ce1.marmara.edu.tr,CS231,84,1
2015-01961,GULSUM,FATIH,g.fatih@ce1.marmara.edu.tr,CS101,54,2
2015-01961,GULSUM,FATIH,g.fatih@ce1.marmara.edu.tr,CS231,55,1
2014-83118,HILAL,GUL,hilalgul@ce1.marmara.edu.tr,CS231,88,2
2015-68538,NISA,ISIK,n.isik@ce1.marmara.edu.tr,CS101,33,2
2015-68538,NISA,ISIK,n.isik@ce1.marmara.edu.tr,CS102,93,2
2015-52389,EMRE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS101,79,2
2015-80932,NURAY,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS231,80,1
2015-80932,NURAY,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS101,64,2
2015-80932,NURAY,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS102,28,2
2015-61714,HILAL,OZKAN,h.ozkan@ce1.marmara.edu.tr,CS101,24,2
2015-42245,CANAN,GURCAN,c.gurcan@ce1.marmara.edu.tr,CS101,32,1
2015-42245,CANAN,GURCAN,c.gurcan@ce1.marmara.edu.tr,CS231,67,1
2015-95724,OKAN,YILMAZ,o.yilmaz@ce1.marmara.edu.tr,CS101,41,2
2015-95724,OKAN,YILMAZ,o.yilmaz@ce1.marmara.edu.tr,CS102,35,1
2014-54588,EMRE,CAN,emrecan@ce1.marmara.edu.tr,CS231,16,1
2015-16766,ASLI,SULEYMAN,a.suleyman@ce1.marmara.edu.tr,CS231,73,2
2015-45128,HILAL,FATIH,h.fatih@ce1.marmara.edu.tr,CS231,50,1
2015-45128,HILAL,FATIH,h.fatih@ce1.marmara.edu.tr,CS101,88,2
2015-45128,HILAL,FATIH,h.fatih@ce1.marmara.edu.tr,CS102,10,1
2014-70073,OKAN,GUL,okangul@ce1.marmara.edu.tr,CS231,89,2
2014-70073,OKAN,GUL,okangul@ce1.marmara.edu.tr,CS101,83,1
2014-18975,CANAN,FATIH,cananfatih@ce1.marmara.edu.tr,CS101,91,2
2014-18975,CANAN,FATIH,cananfatih@ce1.marmara.edu.tr,CS231,69,2
2014-85428,FATMA,CELIK,fatmacelik@ce1.marmara.edu.tr,CS101,30,2
2014-09369,HILAL,YILMAZ,hilalyilmaz@ce1.marmara.edu.tr,CS101,90,1
2014-80135,AYLIN,HIKMET,aylinhikmet@ce1.marmara.edu.tr,CS101,94,2
2014-20555,HILAL,GUL,hilalgul@ce1.marmara.edu.tr,CS101,62,2
2015-69782,SALIH,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS231,12,2
2015-48761,EMRE,KARA,e.kara@ce1.marmara.edu.tr,CS101,41,1
