student_id, name,surname,email,lecture,points, how_many_times_attended
2015-92952,OKAN,CAN,o.can@ce1.marmara.edu.tr,CS231,43,1
2014-44215,AYLIN,AYDOGAN,aylinaydogan@ce1.marmara.edu.tr,CS101,82,2
2015-34208,ALI,AY,a.ay@ce1.marmara.edu.tr,CS101,89,1
2015-63670,CANAN,KURT,c.kurt@ce1.marmara.edu.tr,CS101,56,1
2015-63670,CANAN,KURT,c.kurt@ce1.marmara.edu.tr,CS102,64,2
2014-28928,BETUL,AYDIN,betulaydin@ce1.marmara.edu.tr,CS231,77,1
2014-45405,SIBEL,ESEN,sibelesen@ce1.marmara.edu.tr,CS231,57,2
2014-83311,CIGDEM,YILMAZ,cigdemyilmaz@ce1.marmara.edu.tr,CS101,47,1
2014-83311,CIGDEM,YILMAZ,cigdemyilmaz@ce1.marmara.edu.tr,CS231,84,2
2014-35140,ISMAIL,KARA,ismailkara@ce1.marmara.edu.tr,CS231,36,2
2014-35140,ISMAIL,KARA,ismailkara@ce1.marmara.edu.tr,CS101,73,2
2014-53774,SEMRA,KARA,semrakara@ce1.marmara.edu.tr,CS231,24,2
2015-77624,CANAN,KURT,c.kurt@ce1.marmara.edu.tr,CS101,58,1
2015-77624,CANAN,KURT,c.kurt@ce1.marmara.edu.tr,CS231,33,1
2015-87569,ALI,KARA,a.kara@ce1.marmara.edu.tr,CS231,50,1
2015-87569,ALI,KARA,a.kara@ce1.marmara.edu.tr,CS101,52,1
2014-49897,SALIH,DILER,salihdiler@ce1.marmara.edu.tr,CS231,97,1
2014-49897,SALIH,DILER,salihdiler@ce1.marmara.edu.tr,CS101,88,1
2015-76886,NURAY,YILMAZ,n.yilmaz@ce1.marmara.edu.tr,CS101,55,1
2015-76886,NURAY,YILMAZ,n.yilmaz@ce1.marmara.edu.tr,CS102,32,1
2015-73317,HUSEYIN,PEK,h.pek@ce1.marmara.edu.tr,CS101,40,1
2015-30835,ISMAIL,YILMAZ,i.yilmaz@ce1.marmara.edu.tr,CS231,33,2
2015-71958,HASAN,KOC,h.koc@ce1.marmara.edu.tr,CS101,62,2
2015-82427,HUSEYIN,AYDIN,h.aydin@ce1.marmara.edu.tr,CS231,91,1
2015-82427,HUSEYIN,AYDIN,h.aydin@ce1.marmara.edu.tr,CS101,60,2
2015-40500,ISMAIL,CELIK,i.celik@ce1.marmara.edu.tr,CS101,78,2
2015-36440,ISMAIL,ASLAN,i.aslan@ce1.marmara.edu.tr,CS101,40,2
2014-45457,AYSE,AKTAS,ayseaktas@ce1.marmara.edu.tr,CS231,45,2
2014-45457,AYSE,AKTAS,ayseaktas@ce1.marmara.edu.tr,CS101,26,1
2014-46004,ALI,KARA,alikara@ce1.marmara.edu.tr,CS101,89,2
2014-46004,ALI,KARA,alikara@ce1.marmara.edu.tr,CS231,71,2
2014-46004,ALI,KARA,alikara@ce1.marmara.edu.tr,CS102,82,1
2014-13426,UGUR,KARA,ugurkara@ce1.marmara.edu.tr,CS101,68,2
2014-13426,UGUR,KARA,ugurkara@ce1.marmara.edu.tr,CS102,61,2
2015-36975,AHMET,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS231,12,2
2015-36975,AHMET,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS101,18,2
2015-00339,RABIA,PEK,r.pek@ce1.marmara.edu.tr,CS101,41,2
2015-25587,AYSE,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS231,19,2
2015-39982,NISA,YILDIRIM,n.yildirim@ce1.marmara.edu.tr,CS231,28,1
2015-78284,HUSEYIN,DILER,h.diler@ce1.marmara.edu.tr,CS231,58,2
2015-78284,HUSEYIN,DILER,h.diler@ce1.marmara.edu.tr,CS101,27,2
2015-17465,NISA,GUL,n.gul@ce1.marmara.edu.tr,CS231,71,1
2014-65287,ISMAIL,PEK,ismailpek@ce1.marmara.edu.tr,CS101,22,2
2014-65287,ISMAIL,PEK,ismailpek@ce1.marmara.edu.tr,CS231,41,1
2015-08758,LALE,ILHAN,l.ilhan@ce1.marmara.edu.tr,CS101,57,1
2015-08758,LALE,ILHAN,l.ilhan@ce1.marmara.edu.tr,CS102,85,1
2015-30914,EGE,ASLAN,e.aslan@ce1.marmara.edu.tr,CS101,92,2
2015-30914,EGE,ASLAN,e.aslan@ce1.marmara.edu.tr,CS231,61,2
2014-21216,OKAN,KURT,okankurt@ce1.marmara.edu.tr,CS101,65,2
2014-83166,HUSEYIN,SIMSEK,huseyinsimsek@ce1.marmara.edu.tr,CS231,53,1
2014-71237,SALIH,GURCAN,salihgurcan@ce1.marmara.edu.tr,CS231,41,1
2014-71237,SALIH,GURCAN,salihgurcan@ce1.marmara.edu.tr,CS101,42,2
2015-39558,AYLIN,OZKAN,a.ozkan@ce1.marmara.edu.tr,CS231,14,1
2015-77956,GULSUM,CELIK,g.celik@ce1.marmara.edu.tr,CS101,25,2
2015-67456,VELI,ILHAN,v.ilhan@ce1.marmara.edu.tr,CS101,29,2
2015-45848,EMRE,ASLAN,e.aslan@ce1.marmara.edu.tr,CS231,69,1
2014-60254,RABIA,YILDIRIM,rabiayildirim@ce1.marmara.edu.tr,CS231,19,2
2014-02856,SEMRA,YILDIRIM,semrayildirim@ce1.marmara.edu.tr,CS231,96,2
2015-54428,MUSTAFA,DILER,m.diler@ce1.marmara.edu.tr,CS101,70,1
2015-54428,MUSTAFA,DILER,m.diler@ce1.marmara.edu.tr,CS102,61,2
2015-38218,NURAY,DILER,n.diler@ce1.marmara.edu.tr,CS231,65,2
2014-73123,RABIA,OZER,rabiaozer@ce1.marmara.edu.tr,CS231,97,2
2014-73123,RABIA,OZER,rabiaozer@ce1.marmara.edu.tr,CS101,30,2
2015-71423,NUR,KOC,n.koc@ce1.marmara.edu.tr,CS101,24,2
2015-71423,NUR,KOC,n.koc@ce1.marmara.edu.tr,CS231,79,2
2015-19431,FATMA,SULEYMAN,f.suleyman@ce1.marmara.edu.tr,CS101,45,1
2015-19431,FATMA,SULEYMAN,f.suleyman@ce1.marmara.edu.tr,CS102,58,2
2015-78450,EMRE,CELIK,e.celik@ce1.marmara.edu.tr,CS101,86,1
2014-15275,FATMA,KAYA,fatmakaya@ce1.marmara.edu.tr,CS231,75,2
2015-72829,LALE,KARA,l.kara@ce1.marmara.edu.tr,CS101,79,2
2014-17754,VELI,SULEYMAN,velisuleyman@ce1.marmara.edu.tr,CS231,16,1
2014-30642,HILAL,KURT,hilalkurt@ce1.marmara.edu.tr,CS231,89,2
2014-30642,HILAL,KURT,hilalkurt@ce1.marmara.edu.tr,CS101,33,1
2014-30642,HILAL,KURT,hilalkurt@ce1.marmara.edu.tr,CS102,42,1
2015-51153,NISA,OZDEMIR,n.ozdemir@ce1.marmara.edu.tr,CS101,88,2
2015-52122,AYLIN,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS101,65,1
2015-52122,AYLIN,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS231,69,2
2014-50246,EMRE,CAN,emrecan@ce1.marmara.edu.tr,CS101,42,2
2014-99903,ALI,YILMAZ,aliyilmaz@ce1.marmara.edu.tr,CS231,41,1
2015-02104,AYSE,CAN,a.can@ce1.marmara.edu.tr,CS231,11,2
2014-87682,UGUR,KAYA,ugurkaya@ce1.marmara.edu.tr,CS101,91,1
2014-87682,UGUR,KAYA,ugurkaya@ce1.marmara.edu.tr,CS231,60,2
2014-68832,AYSE,DOGAN,aysedogan@ce1.marmara.edu.tr,CS231,45,1
2014-03799,BILGE,ILHAN,bilgeilhan@ce1.marmara.edu.tr,CS101,27,2
2015-50845,AZRA,DILER,a.diler@ce1.marmara.edu.tr,CS101,58,1
2014-12574,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS231,27,1
2014-12574,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS101,60,1
2014-12574,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS102,81,2
2014-12574,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS365,30,1
2014-72826,HILAL,KURT,hilalkurt@ce1.marmara.edu.tr,CS231,65,2
2014-94655,AZRA,KAYA,azrakaya@ce1.marmara.edu.tr,CS101,33,2
2014-81423,OZGUR,SIMSEK,ozgursimsek@ce1.marmara.edu.tr,CS231,39,1
2014-34613,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS101,22,1
2014-34613,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS231,15,1
2014-34613,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS102,58,2
2014-33017,MEHMET,ESEN,mehmetesen@ce1.marmara.edu.tr,CS231,90,1
2015-69614,AYLIN,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS231,25,1
2015-69614,AYLIN,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,22,1
2014-00734,CAN,FATIH,canfatih@ce1.marmara.edu.tr,CS101,36,1
2014-00734,CAN,FATIH,canfatih@ce1.marmara.edu.tr,CS102,88,1
2014-43955,SIBEL,KARA,sibelkara@ce1.marmara.edu.tr,CS101,91,2
2014-43955,SIBEL,KARA,sibelkara@ce1.marmara.edu.tr,CS102,82,2
2014-43955,SIBEL,KARA,sibelkara@ce1.marmara.edu.tr,CS231,39,2
2015-14007,LALE,DILER,l.diler@ce1.marmara.edu.tr,CS231,54,1
2015-68034,BETUL,DOGAN,b.dogan@ce1.marmara.edu.tr,CS231,76,1
2014-76408,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS101,64,1
2014-22147,UMUT,OZKAN,umutozkan@ce1.marmara.edu.tr,CS231,27,1
2014-48922,CAN,KAYA,cankaya@ce1.marmara.edu.tr,CS101,79,1
2015-83944,OZGUR,OZKAN,o.ozkan@ce1.marmara.edu.tr,CS231,97,2
2015-83944,OZGUR,OZKAN,o.ozkan@ce1.marmara.edu.tr,CS101,39,1
2015-78386,FATMA,DOGAN,f.dogan@ce1.marmara.edu.tr,CS231,85,2
2015-43013,MEHMET,AKTAS,m.aktas@ce1.marmara.edu.tr,CS101,50,2
2014-23034,ELIF,ASLAN,elifaslan@ce1.marmara.edu.tr,CS101,42,1
2014-23034,ELIF,ASLAN,elifaslan@ce1.marmara.edu.tr,CS231,66,2
2015-51691,HUSEYIN,SULEYMAN,h.suleyman@ce1.marmara.edu.tr,CS101,11,2
2015-51691,HUSEYIN,SULEYMAN,h.suleyman@ce1.marmara.edu.tr,CS231,62,2
2014-84809,EMRE,ISIK,emreisik@ce1.marmara.edu.tr,CS101,78,1
2015-58377,NURAY,PEK,n.pek@ce1.marmara.edu.tr,CS101,66,1
2014-78252,NISA,YILMAZ,nisayilmaz@ce1.marmara.edu.tr,CS101,30,1
2014-78252,NISA,YILMAZ,nisayilmaz@ce1.marmara.edu.tr,CS102,40,2
2014-78252,NISA,YILMAZ,nisayilmaz@ce1.marmara.edu.tr,CS231,77,2
2015-92687,OKAN,GURCAN,o.gurcan@ce1.marmara.edu.tr,CS101,45,2
2015-92687,OKAN,GURCAN,o.gurcan@ce1.marmara.edu.tr,CS102,20,1
2014-56277,MEHMET,GUL,mehmetgul@ce1.marmara.edu.tr,CS101,71,2
2015-67546,HARUN,OZDEMIR,h.ozdemir@ce1.marmara.edu.tr,CS231,92,1
2015-63917,CIGDEM,FATIH,c.fatih@ce1.marmara.edu.tr,CS231,65,1
2015-63917,CIGDEM,FATIH,c.fatih@ce1.marmara.edu.tr,CS101,40,1
2014-49815,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS231,29,1
2014-49815,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS101,26,2
2015-11325,HARUN,SIMSEK,h.simsek@ce1.marmara.edu.tr,CS101,22,2
2015-11325,HARUN,SIMSEK,h.simsek@ce1.marmara.edu.tr,CS231,68,1
2014-52685,AYSE,AYDOGAN,ayseaydogan@ce1.marmara.edu.tr,CS101,81,1
2014-73386,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS231,90,1
2014-73386,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS101,50,2
2014-73386,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS102,62,1
2014-73386,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS365,62,1
2015-12507,BETUL,GURCAN,b.gurcan@ce1.marmara.edu.tr,CS231,86,1
2015-12507,BETUL,GURCAN,b.gurcan@ce1.marmara.edu.tr,CS101,54,2
2015-12507,BETUL,GURCAN,b.gurcan@ce1.marmara.edu.tr,CS102,76,1
2014-59208,CIGDEM,KARA,cigdemkara@ce1.marmara.edu.tr,CS101,47,2
2015-23544,CIGDEM,PEK,c.pek@ce1.marmara.edu.tr,CS231,30,1
2015-33002,HARUN,KURT,h.kurt@ce1.marmara.edu.tr,CS101,97,2
2015-33002,HARUN,KURT,h.kurt@ce1.marmara.edu.tr,CS102,28,2
2014-81624,NURAY,ASLAN,nurayaslan@ce1.marmara.edu.tr,CS231,50,2
2014-13553,ISMAIL,KAYA,ismailkaya@ce1.marmara.edu.tr,CS101,53,2
2014-25986,UGUR,GUL,ugurgul@ce1.marmara.edu.tr,CS231,86,1
2015-28518,MEHMET,GURCAN,m.gurcan@ce1.marmara.edu.tr,CS231,83,2
2015-09912,NURAY,OZKAN,n.ozkan@ce1.marmara.edu.tr,CS101,54,1
2015-60032,NISA,KURT,n.kurt@ce1.marmara.edu.tr,CS101,75,2
2015-60032,NISA,KURT,n.kurt@ce1.marmara.edu.tr,CS102,32,1
2015-60032,NISA,KURT,n.kurt@ce1.marmara.edu.tr,CS231,32,2
2014-33468,EMRE,AKTAS,emreaktas@ce1.marmara.edu.tr,CS101,84,2
2014-33468,EMRE,AKTAS,emreaktas@ce1.marmara.edu.tr,CS102,60,1
2014-33468,EMRE,AKTAS,emreaktas@ce1.marmara.edu.tr,CS231,71,1
2014-73982,MEHMET,KARA,mehmetkara@ce1.marmara.edu.tr,CS231,95,1
2014-73982,MEHMET,KARA,mehmetkara@ce1.marmara.edu.tr,CS101,31,1
2015-17181,CAN,OZER,c.ozer@ce1.marmara.edu.tr,CS101,21,1
2015-29236,ISMAIL,KOC,i.koc@ce1.marmara.edu.tr,CS231,17,2
2014-78442,VELI,ASLAN,veliaslan@ce1.marmara.edu.tr,CS231,64,1
2014-78442,VELI,ASLAN,veliaslan@ce1.marmara.edu.tr,CS101,94,2
2014-94399,OKAN,AY,okanay@ce1.marmara.edu.tr,CS101,87,1
2014-19872,NISA,KURT,nisakurt@ce1.marmara.edu.tr,CS231,12,2
2015-99402,SEMRA,KURT,s.kurt@ce1.marmara.edu.tr,CS231,70,1
2015-96052,SIBEL,SULEYMAN,s.suleyman@ce1.marmara.edu.tr,CS101,56,1
2015-15555,AZRA,KOC,a.koc@ce1.marmara.edu.tr,CS231,90,2
2015-32471,NURAY,KOC,n.koc@ce1.marmara.edu.tr,CS101,86,1
2015-32471,NURAY,KOC,n.koc@ce1.marmara.edu.tr,CS231,66,2
2015-32471,NURAY,KOC,n.koc@ce1.marmara.edu.tr,CS102,52,1
2014-74473,CIGDEM,FATIH,cigdemfatih@ce1.marmara.edu.tr,CS231,97,1
2015-56887,ALI,FATIH,a.fatih@ce1.marmara.edu.tr,CS101,79,2
2015-40845,CAN,DOGAN,c.dogan@ce1.marmara.edu.tr,CS231,39,2
2015-40845,CAN,DOGAN,c.dogan@ce1.marmara.edu.tr,CS101,30,2
2014-43479,AZRA,AYDIN,azraaydin@ce1.marmara.edu.tr,CS101,40,1
2014-69159,ALI,OZDEMIR,aliozdemir@ce1.marmara.edu.tr,CS231,39,1
2015-05578,VELI,PEK,v.pek@ce1.marmara.edu.tr,CS101,19,1
2014-32785,AYLIN,KURT,aylinkurt@ce1.marmara.edu.tr,CS101,20,2
2014-32785,AYLIN,KURT,aylinkurt@ce1.marmara.edu.tr,CS102,73,2
2014-18341,BILGE,AYDIN,bilgeaydin@ce1.marmara.edu.tr,CS231,90,1
2014-71775,FATMA,ASLAN,fatmaaslan@ce1.marmara.edu.tr,CS101,22,1
2015-01806,GULSUM,ASLAN,g.aslan@ce1.marmara.edu.tr,CS101,41,2
2015-01806,GULSUM,ASLAN,g.aslan@ce1.marmara.edu.tr,CS231,66,1
2014-02465,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS101,49,2
2014-02465,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS231,83,2
2014-34002,BILGE,DILER,bilgediler@ce1.marmara.edu.tr,CS101,94,1
2014-34002,BILGE,DILER,bilgediler@ce1.marmara.edu.tr,CS231,85,1
2014-94421,HARUN,AYDOGAN,harunaydogan@ce1.marmara.edu.tr,CS231,41,2
2014-60284,OZGUR,ILHAN,ozgurilhan@ce1.marmara.edu.tr,CS101,42,2
2014-31239,EMRE,GUL,emregul@ce1.marmara.edu.tr,CS231,12,2
2014-11226,EFE,ASLAN,efeaslan@ce1.marmara.edu.tr,CS231,22,2
2014-05860,GULSUM,AKTAS,gulsumaktas@ce1.marmara.edu.tr,CS231,49,2
2014-05860,GULSUM,AKTAS,gulsumaktas@ce1.marmara.edu.tr,CS101,100,2
2014-34596,NISA,DOGAN,nisadogan@ce1.marmara.edu.tr,CS231,58,2
2015-16742,HUSEYIN,HIKMET,h.hikmet@ce1.marmara.edu.tr,CS231,14,1
2015-16742,HUSEYIN,HIKMET,h.hikmet@ce1.marmara.edu.tr,CS101,45,1
2015-16742,HUSEYIN,HIKMET,h.hikmet@ce1.marmara.edu.tr,CS102,46,2
2014-93479,ISMAIL,FATIH,ismailfatih@ce1.marmara.edu.tr,CS231,30,2
2014-33313,HILAL,ESEN,hilalesen@ce1.marmara.edu.tr,CS231,32,1
2014-81662,AHMET,CAN,ahmetcan@ce1.marmara.edu.tr,CS101,55,2
2015-65907,EFE,ASLAN,e.aslan@ce1.marmara.edu.tr,CS101,72,1
2014-52396,NURAY,OZER,nurayozer@ce1.marmara.edu.tr,CS101,98,2
2015-03769,ALI,SIMSEK,a.simsek@ce1.marmara.edu.tr,CS101,49,2
2015-03769,ALI,SIMSEK,a.simsek@ce1.marmara.edu.tr,CS102,81,2
2014-17364,RABIA,DILER,rabiadiler@ce1.marmara.edu.tr,CS101,84,2
2014-17364,RABIA,DILER,rabiadiler@ce1.marmara.edu.tr,CS102,34,1
2014-17364,RABIA,DILER,rabiadiler@ce1.marmara.edu.tr,CS464,98,2
2015-41352,EMRE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS231,53,2
2015-41352,EMRE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS101,87,1
2015-41352,EMRE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS102,55,1
2015-71464,UGUR,KARA,u.kara@ce1.marmara.edu.tr,CS101,67,1
2014-55897,UGUR,SIMSEK,ugursimsek@ce1.marmara.edu.tr,CS231,39,1
2014-55897,UGUR,SIMSEK,ugursimsek@ce1.marmara.edu.tr,CS101,27,1
2014-55897,UGUR,SIMSEK,ugursimsek@ce1.marmara.edu.tr,CS102,80,2
2015-01760,NISA,AKTAS,n.aktas@ce1.marmara.edu.tr,CS101,31,1
2015-01760,NISA,AKTAS,n.aktas@ce1.marmara.edu.tr,CS102,46,1
2014-76293,VELI,SIMSEK,velisimsek@ce1.marmara.edu.tr,CS101,73,2
2014-76293,VELI,SIMSEK,velisimsek@ce1.marmara.edu.tr,CS102,50,1
2015-17294,ISMAIL,OZDEMIR,i.ozdemir@ce1.marmara.edu.tr,CS231,55,1
2014-63351,SALIH,CAN,salihcan@ce1.marmara.edu.tr,CS231,99,1
2014-12539,HILAL,GUL,hilalgul@ce1.marmara.edu.tr,CS231,56,1
2015-52541,OKAN,KAYA,o.kaya@ce1.marmara.edu.tr,CS101,90,2
2015-50353,NURAY,ISIK,n.isik@ce1.marmara.edu.tr,CS231,65,2
2015-05051,ASLI,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS101,73,2
2014-82233,OZGUR,OZDEMIR,ozgurozdemir@ce1.marmara.edu.tr,CS231,81,2
2014-96509,VELI,ISIK,veliisik@ce1.marmara.edu.tr,CS231,36,1
2015-10656,AZRA,OZER,a.ozer@ce1.marmara.edu.tr,CS101,72,2
2015-10656,AZRA,OZER,a.ozer@ce1.marmara.edu.tr,CS231,10,1
2015-51211,HASAN,KOC,h.koc@ce1.marmara.edu.tr,CS101,50,2
2015-26448,AHMET,AYDIN,a.aydin@ce1.marmara.edu.tr,CS231,48,1
2014-95002,AZRA,HIKMET,azrahikmet@ce1.marmara.edu.tr,CS231,89,1
2014-84381,MEHMET,AY,mehmetay@ce1.marmara.edu.tr,CS101,88,2
2014-84381,MEHMET,AY,mehmetay@ce1.marmara.edu.tr,CS231,80,2
2015-39834,EMRE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,26,2
2015-83456,BILGE,AY,b.ay@ce1.marmara.edu.tr,CS101,46,1
2015-83456,BILGE,AY,b.ay@ce1.marmara.edu.tr,CS231,52,2
2015-25882,NISA,OZER,n.ozer@ce1.marmara.edu.tr,CS231,78,1
2015-65598,OZGUR,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS231,99,2
2015-96589,SIBEL,FATIH,s.fatih@ce1.marmara.edu.tr,CS231,25,1
2014-41886,BETUL,AYDIN,betulaydin@ce1.marmara.edu.tr,CS231,64,2
2015-69185,NURAY,KURT,n.kurt@ce1.marmara.edu.tr,CS101,26,2
2014-13160,SEMRA,AKTAS,semraaktas@ce1.marmara.edu.tr,CS101,71,2
2014-13160,SEMRA,AKTAS,semraaktas@ce1.marmara.edu.tr,CS231,98,2
2014-57651,ALI,SIMSEK,alisimsek@ce1.marmara.edu.tr,CS231,41,2
2014-57651,ALI,SIMSEK,alisimsek@ce1.marmara.edu.tr,CS101,61,1
2014-57651,ALI,SIMSEK,alisimsek@ce1.marmara.edu.tr,CS102,12,2
2014-57651,ALI,SIMSEK,alisimsek@ce1.marmara.edu.tr,CS365,12,1
2014-54332,MUSTAFA,CELIK,mustafacelik@ce1.marmara.edu.tr,CS101,17,2
2014-54332,MUSTAFA,CELIK,mustafacelik@ce1.marmara.edu.tr,CS231,27,1
2014-67805,EGE,KAYA,egekaya@ce1.marmara.edu.tr,CS231,65,1
2015-20340,CANAN,GUL,c.gul@ce1.marmara.edu.tr,CS231,76,2
2015-99410,OKAN,KARA,o.kara@ce1.marmara.edu.tr,CS231,55,1
2015-99410,OKAN,KARA,o.kara@ce1.marmara.edu.tr,CS101,98,1
2014-75805,CIGDEM,AYDOGAN,cigdemaydogan@ce1.marmara.edu.tr,CS101,65,2
2014-75805,CIGDEM,AYDOGAN,cigdemaydogan@ce1.marmara.edu.tr,CS102,41,1
2014-14692,EGE,AY,egeay@ce1.marmara.edu.tr,CS231,86,1
2015-60662,UMUT,KURT,u.kurt@ce1.marmara.edu.tr,CS101,23,1
2015-73968,BILGE,OZKAN,b.ozkan@ce1.marmara.edu.tr,CS101,95,2
2015-73968,BILGE,OZKAN,b.ozkan@ce1.marmara.edu.tr,CS102,67,1
2014-94411,BILGE,GURCAN,bilgegurcan@ce1.marmara.edu.tr,CS231,56,1
2014-41452,CIGDEM,DILER,cigdemdiler@ce1.marmara.edu.tr,CS231,82,2
2014-92056,FATMA,SIMSEK,fatmasimsek@ce1.marmara.edu.tr,CS231,98,1
2014-47046,VELI,ILHAN,veliilhan@ce1.marmara.edu.tr,CS231,75,1
2014-72334,HARUN,KOC,harunkoc@ce1.marmara.edu.tr,CS101,44,2
2014-57414,MEHMET,PEK,mehmetpek@ce1.marmara.edu.tr,CS231,22,1
2015-81523,ASLI,OZKAN,a.ozkan@ce1.marmara.edu.tr,CS101,58,1
2014-61727,FIKRET,ASLAN,fikretaslan@ce1.marmara.edu.tr,CS101,12,1
2015-12490,CIGDEM,SIMSEK,c.simsek@ce1.marmara.edu.tr,CS231,85,1
2014-19983,ALI,YILDIRIM,aliyildirim@ce1.marmara.edu.tr,CS231,71,2
2015-56993,CANAN,ARSLAN,c.arslan@ce1.marmara.edu.tr,CS101,40,2
2015-56993,CANAN,ARSLAN,c.arslan@ce1.marmara.edu.tr,CS102,65,2
2014-13014,CANAN,SIMSEK,canansimsek@ce1.marmara.edu.tr,CS101,26,2
2014-13014,CANAN,SIMSEK,canansimsek@ce1.marmara.edu.tr,CS231,63,2
2014-13014,CANAN,SIMSEK,canansimsek@ce1.marmara.edu.tr,CS102,91,2
2014-13014,CANAN,SIMSEK,canansimsek@ce1.marmara.edu.tr,CS464,24,1
2015-61505,OKAN,KAYA,o.kaya@ce1.marmara.edu.tr,CS101,49,2
2015-29224,VELI,AY,v.ay@ce1.marmara.edu.tr,CS101,39,1
2015-29224,VELI,AY,v.ay@ce1.marmara.edu.tr,CS102,54,1
2015-21329,NUR,CELIK,n.celik@ce1.marmara.edu.tr,CS101,86,1
2015-21329,NUR,CELIK,n.celik@ce1.marmara.edu.tr,CS231,85,2
2014-87070,CANAN,GURCAN,canangurcan@ce1.marmara.edu.tr,CS101,87,1
2014-92857,SALIH,AKTAS,salihaktas@ce1.marmara.edu.tr,CS101,11,1
2014-73696,NUR,GURCAN,nurgurcan@ce1.marmara.edu.tr,CS231,93,2
2015-39988,HUSEYIN,YILDIRIM,h.yildirim@ce1.marmara.edu.tr,CS101,19,1
2015-29741,HUSEYIN,AKTAS,h.aktas@ce1.marmara.edu.tr,CS231,74,1
2015-29741,HUSEYIN,AKTAS,h.aktas@ce1.marmara.edu.tr,CS101,63,1
2014-15374,AYLIN,KOC,aylinkoc@ce1.marmara.edu.tr,CS231,76,1
2014-45111,LALE,KOC,lalekoc@ce1.marmara.edu.tr,CS101,20,2
2014-45111,LALE,KOC,lalekoc@ce1.marmara.edu.tr,CS102,77,2
2014-45111,LALE,KOC,lalekoc@ce1.marmara.edu.tr,CS231,19,1
2014-98730,EGE,KARA,egekara@ce1.marmara.edu.tr,CS101,76,2
2015-30673,ISMAIL,ARSLAN,i.arslan@ce1.marmara.edu.tr,CS101,76,2
2015-30673,ISMAIL,ARSLAN,i.arslan@ce1.marmara.edu.tr,CS231,94,2
2015-30673,ISMAIL,ARSLAN,i.arslan@ce1.marmara.edu.tr,CS102,31,2
2014-00456,ELIF,SIMSEK,elifsimsek@ce1.marmara.edu.tr,CS231,98,2
2015-88525,BILGE,HIKMET,b.hikmet@ce1.marmara.edu.tr,CS101,59,2
2015-46692,LALE,KURT,l.kurt@ce1.marmara.edu.tr,CS231,14,1
2015-46692,LALE,KURT,l.kurt@ce1.marmara.edu.tr,CS101,50,1
2014-69157,BETUL,KOC,betulkoc@ce1.marmara.edu.tr,CS231,51,1
2015-86182,AYLIN,DOGAN,a.dogan@ce1.marmara.edu.tr,CS101,74,2
2014-96668,MUSTAFA,YILMAZ,mustafayilmaz@ce1.marmara.edu.tr,CS231,90,1
2015-53046,GULSUM,SIMSEK,g.simsek@ce1.marmara.edu.tr,CS101,48,1
2015-53046,GULSUM,SIMSEK,g.simsek@ce1.marmara.edu.tr,CS102,80,2
2015-66642,CIGDEM,ESEN,c.esen@ce1.marmara.edu.tr,CS101,20,1
2015-29627,CAN,FATIH,c.fatih@ce1.marmara.edu.tr,CS231,85,2
2015-19416,MUSTAFA,AKTAS,m.aktas@ce1.marmara.edu.tr,CS231,89,2
2015-19416,MUSTAFA,AKTAS,m.aktas@ce1.marmara.edu.tr,CS101,88,1
2015-00254,SALIH,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS231,49,1
2015-00254,SALIH,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS101,86,2
2014-27440,UMUT,FATIH,umutfatih@ce1.marmara.edu.tr,CS101,79,2
2014-52378,NUR,YILMAZ,nuryilmaz@ce1.marmara.edu.tr,CS101,57,2
2014-52378,NUR,YILMAZ,nuryilmaz@ce1.marmara.edu.tr,CS102,88,2
